XGB,Hist,Light,HistLight,All,Real
55.38995361,55.39704084,54.07058679,54.73381382,54.95252708,60.92
46.58877563,46.06735913,44.67234258,45.36985086,45.77615912,45.94
46.32702637,49.5329289,48.95618497,49.24455694,48.27204675,47.43
55.08323288,56.46384368,53.66293903,55.06339136,55.0700052,57.42
52.12914658,53.09467716,51.92501334,52.50984525,52.38294569,57.8
43.13964081,45.18082627,41.73506472,43.4579455,43.35184393,44.17
51.71588135,51.45036182,51.06795307,51.25915744,51.41139874,52.16
52.72555923,53.70983132,51.43228655,52.57105893,52.62255903,59.26
48.18996429,48.0148176,45.3598218,46.6873197,47.18820123,45.94
58.38307953,59.21875101,58.94436744,59.08155922,58.84873266,59.96
55.04957199,49.50897931,49.19950401,49.35424166,51.2526851,56.82
49.29829025,54.69539154,50.25391354,52.47465254,51.41586511,51.4
50.58578491,51.17562683,52.09119505,51.63341094,51.28420226,49.98
49.82181931,49.19607447,46.59709791,47.89658619,48.53833056,35.08
58.77402496,59.65747922,59.86949897,59.76348909,59.43366772,59.96
51.71259308,51.32816034,50.00031978,50.66424006,51.01369107,52.54
59.10001755,60.07945812,58.43391775,59.25668794,59.20446448,57.8
43.93848038,43.1572139,42.96111823,43.05916607,43.35227084,34.15
55.51620102,54.81367709,59.1971849,57.005431,56.509021,56.82
50.46865463,49.74673795,50.56670905,50.1567235,50.26070054,47.43
55.18413162,59.41738316,60.38339599,59.90038958,58.32830359,59.96
53.21353149,51.69535729,51.30790609,51.50163169,52.07226496,46.04
52.75014114,53.98711097,53.37603057,53.68157077,53.37109423,49.98
58.4264679,54.87018887,58.97079933,56.9204941,57.42248537,61.59
52.37663269,52.17139173,53.33624165,52.75381669,52.62808869,52.54
47.82772446,48.06694205,51.46178379,49.76436292,49.11881677,49.14
52.69553757,50.48165081,51.74595118,51.11380099,51.64104652,52.54
53.069561,51.13668898,53.53676262,52.3367258,52.5810042,57.01
60.33620453,59.92157154,59.76708523,59.84432838,60.0082871,59.96
51.99567795,51.07876866,50.73446652,50.90661759,51.26963771,49.98
60.03686523,57.81722728,61.50422892,59.6607281,59.78610715,52.23
60.62533951,60.44509596,60.63252842,60.53881219,60.56765463,59.96
58.31420135,55.3347531,57.86362994,56.59919152,57.17086147,52.37
49.80776978,49.52674907,49.07252676,49.29963791,49.4690152,49.98
45.30091858,47.25350137,44.52146241,45.88748189,45.69196079,52.54
56.65351105,56.79930812,54.18947279,55.49439046,55.88076399,60.93
51.98861313,52.52576787,52.38146192,52.45361489,52.2986143,52.54
49.71415329,49.21897557,47.0582709,48.13862324,48.66379992,52.23
46.03963852,47.83772597,45.37725503,46.6074905,46.4182065,52.16
54.86038971,53.29843042,53.57359962,53.43601502,53.91080658,69.09
53.69023132,52.02464173,50.15332797,51.08898485,51.95606701,57.04
48.21418381,48.35300576,48.30231694,48.32766135,48.2898355,49.98
49.61568451,49.52371677,49.5264768,49.52509679,49.55529269,49.98
59.82433319,60.99040839,62.0981054,61.5442569,60.970949,60.92
46.72502518,44.65861011,43.12916331,43.89388671,44.83759953,38.22
47.59093857,45.10964833,46.86240185,45.98602509,46.52099625,49.14
49.45314407,48.68298009,47.84367316,48.26332663,48.65993244,45.94
48.99730682,50.83830339,50.06056638,50.44943488,49.9653922,52.6
43.81377792,46.72689539,42.86300458,44.79494999,44.46789263,49.14
58.65737152,59.33295401,59.46038619,59.3966701,59.15023724,59.96
52.69965744,51.63942688,52.7572798,52.19835334,52.36545471,52.54
52.54232788,50.79928787,51.86147917,51.33038352,51.73436497,49.98
50.31380081,49.57235763,48.06902819,48.82069291,49.31839554,52.16
59.19361496,60.1564924,58.65164222,59.40406731,59.33391652,57.42
54.05810928,54.39220423,56.43591589,55.41406006,54.96207647,55.14
49.78621674,47.77521404,48.67998815,48.22760109,48.74713964,49.98
55.04319763,49.78646229,49.67838789,49.73242509,51.5026826,52.37
58.99950409,58.72428438,58.65195395,58.68811917,58.79191414,59.26
57.6256218,57.83999843,61.10047452,59.47023648,58.85536492,52.23
50.40611267,50.38272811,49.43143792,49.90708302,50.07342623,49.98
54.36572266,55.02384513,52.72081133,53.87232823,54.03679304,52.54
51.18665695,49.07966845,50.47590325,49.77778585,50.24740955,46.04
44.0997963,43.18267545,45.35856119,44.27061832,44.21367765,44.58
48.52333832,49.34674064,48.53328223,48.94001143,48.80112039,52.54
